	_user_id	applied_count	hits@10_count	hits@15_count	hits@20_count	hits@25_count	hits@3_count	hits@5_count	recall@10	recall@15	recall@20	recall@25	recall@3	recall@5
77	208939	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
624	1228931	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
625	1229982	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
83	220302	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
629	1236582	2	0	0	1	1	0	0	0.0	0.0	0.5	0.5	0.0	0.0
655	1282072	2	0	2	2	2	0	0	0.0	1.0	1.0	1.0	0.0	0.0
102	247634	2	0	0	0	1	0	0	0.0	0.0	0.0	0.5	0.0	0.0
98	238610	2	1	2	2	2	0	1	0.5	1.0	1.0	1.0	0.0	0.5
97	236844	2	2	2	2	2	1	2	1.0	1.0	1.0	1.0	0.5	1.0
359	838682	2	1	2	2	2	0	0	0.5	1.0	1.0	1.0	0.0	0.0
360	840233	2	1	1	2	2	1	1	0.5	0.5	1.0	1.0	0.5	0.5
302	754814	2	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5
643	1260178	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
609	1208317	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
668	1304078	2	2	2	2	2	1	2	1.0	1.0	1.0	1.0	0.5	1.0
607	1207725	2	1	2	2	2	0	0	0.5	1.0	1.0	1.0	0.0	0.0
129	280304	2	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5
693	1343562	2	1	1	2	2	1	1	0.5	0.5	1.0	1.0	0.5	0.5
312	774066	2	0	1	1	1	0	0	0.0	0.5	0.5	0.5	0.0	0.0
576	1151946	2	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5
717	1375579	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
142	296688	2	1	1	1	1	0	1	0.5	0.5	0.5	0.5	0.0	0.5
685	1323868	2	2	2	2	2	0	0	1.0	1.0	1.0	1.0	0.0	0.0
680	1315661	2	1	2	2	2	1	1	0.5	1.0	1.0	1.0	0.5	0.5
115	264641	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
589	1173321	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
677	1314578	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
126	276906	2	1	1	1	2	1	1	0.5	0.5	0.5	1.0	0.5	0.5
123	269978	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
602	1195821	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
75	207415	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
520	1074120	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
386	869409	2	1	1	1	2	0	0	0.5	0.5	0.5	1.0	0.0	0.0
535	1095091	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
232	620324	2	1	1	1	1	0	1	0.5	0.5	0.5	0.5	0.0	0.5
21	78050	2	1	1	1	1	0	1	0.5	0.5	0.5	0.5	0.0	0.5
747	1416902	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
320	782256	2	1	1	2	2	0	1	0.5	0.5	1.0	1.0	0.0	0.5
319	781522	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
24	101953	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
741	1407263	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
233	627100	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
493	1034786	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
206	542772	2	1	1	1	1	0	0	0.5	0.5	0.5	0.5	0.0	0.0
483	1012696	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
739	1405972	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
236	632190	2	1	1	1	2	1	1	0.5	0.5	0.5	1.0	0.5	0.5
9	31440	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
406	897411	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
230	613983	2	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5
750	1428555	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
228	612802	2	1	1	1	1	0	0	0.5	0.5	0.5	0.5	0.0	0.0
15	45410	2	0	1	2	2	0	0	0.0	0.5	1.0	1.0	0.0	0.0
751	1429576	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
454	964652	2	0	0	1	2	0	0	0.0	0.0	0.5	1.0	0.0	0.0
259	683479	2	0	0	1	1	0	0	0.0	0.0	0.5	0.5	0.0	0.0
226	610663	2	1	2	2	2	0	1	0.5	1.0	1.0	1.0	0.0	0.5
261	692257	2	2	2	2	2	0	2	1.0	1.0	1.0	1.0	0.0	1.0
753	1437124	2	1	1	2	2	1	1	0.5	0.5	1.0	1.0	0.5	0.5
457	969616	2	1	2	2	2	0	1	0.5	1.0	1.0	1.0	0.0	0.5
458	971948	2	0	0	0	1	0	0	0.0	0.0	0.0	0.5	0.0	0.0
260	689456	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
18	69988	2	2	2	2	2	0	1	1.0	1.0	1.0	1.0	0.0	0.5
16	60339	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
755	1438406	2	0	2	2	2	0	0	0.0	1.0	1.0	1.0	0.0	0.0
17	61035	2	0	0	0	1	0	0	0.0	0.0	0.0	0.5	0.0	0.0
28	113005	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
486	1018130	2	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5
733	1399315	2	1	1	1	1	0	0	0.5	0.5	0.5	0.5	0.0	0.0
195	514714	2	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5
331	801682	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
183	491095	2	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5
184	492924	2	1	2	2	2	1	1	0.5	1.0	1.0	1.0	0.5	0.5
722	1385493	2	1	2	2	2	0	0	0.5	1.0	1.0	1.0	0.0	0.0
247	663978	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
723	1387785	2	0	0	1	1	0	0	0.0	0.0	0.5	0.5	0.0	0.0
244	659001	2	0	1	2	2	0	0	0.0	0.5	1.0	1.0	0.0	0.0
400	890826	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
242	655308	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
726	1392199	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
35	129188	2	0	1	1	1	0	0	0.0	0.5	0.5	0.5	0.0	0.0
503	1044106	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
224	609564	2	1	2	2	2	1	1	0.5	1.0	1.0	1.0	0.5	0.5
496	1036836	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
498	1038440	2	2	2	2	2	1	2	1.0	1.0	1.0	1.0	0.5	1.0
7	18647	2	2	2	2	2	0	2	1.0	1.0	1.0	1.0	0.0	1.0
341	814926	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
420	911491	2	0	0	1	1	0	0	0.0	0.0	0.5	0.5	0.0	0.0
499	1039118	2	1	2	2	2	1	1	0.5	1.0	1.0	1.0	0.5	0.5
11	33735	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
672	1309792	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
309	769355	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
657	1286076	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
80	214304	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
670	1305708	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
330	793693	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
354	832834	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
771	1465398	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
81	215488	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
765	1454345	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
305	757736	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
661	1292513	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
767	1457832	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
651	1278896	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
304	756950	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
76	208776	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
325	790043	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
653	1280014	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
665	1297483	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
5	11447	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
664	1297207	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
663	1296804	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
13	39346	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
649	1273944	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
315	777011	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
674	1311971	1	0	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0
317	777555	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
736	1403538	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
732	1398448	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
344	820253	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
705	1358129	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
706	1361580	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
31	116544	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
729	1395617	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
49	167520	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
48	163011	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
709	1364726	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
94	235078	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
728	1394527	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
342	817063	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
713	1370259	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
38	144084	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
41	147918	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
721	1380303	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
40	145318	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
39	144949	1	0	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0
51	169787	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
738	1404544	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
310	770708	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
699	1345286	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
676	1314257	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
678	1314745	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
70	193566	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
752	1434231	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
681	1318376	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
682	1319972	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
683	1320659	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
69	192202	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
719	1379438	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
687	1331757	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
322	783527	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
350	826668	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
349	825042	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
347	822491	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
744	1413415	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
743	1412022	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
338	811035	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
56	173987	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
697	1344701	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
68	191406	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
425	917217	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
300	751259	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
192	509554	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
484	1013852	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
408	900043	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
407	899796	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
488	1027837	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
489	1029704	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
200	532708	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
199	532308	1	0	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0
495	1035262	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
273	709310	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
274	709563	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
501	1041770	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
402	893035	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
505	1046310	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
507	1047897	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
207	544831	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
510	1054953	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
186	496364	1	0	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0
399	890446	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
515	1064233	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
279	713917	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
517	1070259	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
518	1070865	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
519	1071452	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
397	888315	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
395	884148	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
529	1089866	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
530	1090145	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
177	448832	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
409	900190	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
267	703367	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
171	428310	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
227	612334	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
251	666485	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
256	676496	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
249	666093	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
422	916321	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
437	942957	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
241	647157	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
240	643471	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
441	945178	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
442	950481	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
444	951628	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
237	632778	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
447	960983	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
231	620008	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
225	610031	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
478	1003321	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
220	600775	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
219	595069	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
218	579457	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
465	978329	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
217	575612	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
215	564828	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
470	985242	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
413	901378	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
473	994401	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
474	996652	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
411	900308	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
476	1000138	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
477	1000350	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
532	1094274	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
282	719992	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
96	236167	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
296	744966	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
125	272653	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
598	1190722	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
252	670979	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
375	857383	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
116	265749	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
290	736470	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
111	254477	1	0	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0
291	736962	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
611	1210152	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
613	1216123	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
614	1216149	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
615	1216203	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
616	1217458	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
619	1219173	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
127	279287	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
104	249514	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
621	1226287	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
623	1228107	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
627	1233404	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
628	1233654	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
630	1237114	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
631	1237623	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
633	1237885	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
634	1239704	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
635	1240181	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
365	847759	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
297	746884	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
640	1254582	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
594	1183580	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
591	1178693	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
170	428015	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
569	1146681	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
169	419778	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
283	724117	1	0	0	1	1	0	0	0.0	0.0	1.0	1.0	0.0	0.0
388	871196	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
165	397209	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
329	792306	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
553	1126082	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
158	385725	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
156	373711	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
560	1134865	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
563	1136569	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
288	733744	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
383	865474	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
568	1146015	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
570	1146928	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
590	1173779	1	1	1	1	1	0	1	1.0	1.0	1.0	1.0	0.0	1.0
149	334489	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
573	1151337	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
574	1151542	1	0	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0
379	860643	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
578	1155276	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
139	292283	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
581	1158608	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
289	733784	1	1	1	1	1	0	0	1.0	1.0	1.0	1.0	0.0	0.0
583	1160534	1	0	1	1	1	0	0	0.0	1.0	1.0	1.0	0.0	0.0
135	290271	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
132	284265	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
131	283562	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
128	280092	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
599	1192276	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
